gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,27,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,112.54,4359.21,0
Male,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),112.72,5704.88,0
Male,0,No,No,55,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.66,7363.72,0
Female,0,No,No,52,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,One year,No,Mailed check,89.06,5464.63,0
Female,0,No,No,37,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,75.19,593.12,0
Male,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,No,Mailed check,98.49,790.19,0
Female,0,No,No,65,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),118.35,694.12,0
Female,0,Yes,No,68,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,116.17,2893.78,0
Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,100.87,2336.57,0
Female,0,No,No,5,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,33.62,921.92,0
Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,106.14,3164.49,0
Female,0,No,No,1,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),79.21,1589.75,1
Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),73.34,3116.66,0
Male,1,No,No,71,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,74.5,3582.6,0
Male,1,Yes,No,20,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.43,89.89,1
Female,0,No,Yes,27,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,40.68,5590.98,0
Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,64.85,3005.22,0
Male,0,Yes,No,31,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),83.31,6229.28,1
Female,0,No,No,19,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,85.11,960.89,0
Female,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.31,2359.93,0
Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,102.11,2191.94,0
Female,0,No,No,37,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.25,129.59,0
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),41.51,3862.85,0
Male,0,No,No,8,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.75,7711.07,0
Female,0,Yes,Yes,57,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,43.25,160.01,0
Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,104.51,4990.61,1
Female,0,No,Yes,17,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,70.74,6860.93,0
Male,0,Yes,No,11,No,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.21,6352.03,1
Female,0,Yes,No,15,No,No phone service,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.48,2335.16,1
Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),27.34,1441.85,1
Female,0,Yes,No,6,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.92,1753.78,1
Male,0,Yes,No,12,Yes,No,No,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.59,2804.41,0
Female,0,Yes,No,61,Yes,Yes,No,No,Yes,No,No,Yes,No,Two year,No,Mailed check,106.77,871.09,0
Male,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.82,2222.24,0
Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,50.41,1869.08,0
Male,0,No,No,67,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,29.41,7775.43,1
Male,0,Yes,No,63,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),74.33,5380.17,1
Female,1,Yes,No,40,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),22.4,5032.38,0
Female,0,Yes,No,31,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,113.71,7080.73,0
Male,0,No,Yes,37,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,43.7,1447.87,0
Female,1,No,No,5,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),64.47,620.55,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),35.49,7031.06,0
Male,0,No,No,26,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Credit card (automatic),53.6,2850.55,0
Male,0,No,Yes,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),111.27,3110.13,0
Female,1,No,No,39,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,118.0,293.28,0
Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Mailed check,48.5,169.83,0
Male,0,No,No,54,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,101.69,5605.23,0
Female,0,No,No,38,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,36.23,5171.69,1
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),33.77,2300.23,0
Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),33.72,1749.43,0
Female,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,114.24,6397.39,0
Male,0,No,No,52,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,90.01,695.64,0
Male,0,Yes,Yes,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),77.86,5037.64,0
Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),39.01,851.28,1
Male,0,Yes,No,22,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),72.99,7828.11,0
Female,0,No,No,17,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),119.41,7866.28,0
Male,0,No,No,11,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Mailed check,102.58,2221.48,0
Male,0,No,No,39,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,No,Credit card (automatic),118.66,5109.31,0
Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),21.22,180.84,0
Male,0,No,Yes,49,No,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.58,2680.73,1
Male,0,No,No,61,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),49.14,1936.73,0
Male,0,No,Yes,12,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,53.13,2379.19,0
Male,0,No,No,13,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,25.7,3325.01,1
Male,0,Yes,No,58,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.31,3361.15,0
Male,0,No,No,11,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),105.4,3168.88,0
Female,1,No,No,64,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,44.49,6588.79,0
Female,1,No,No,31,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),72.27,493.63,1
Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,25.21,2626.8,0
Male,0,No,No,43,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,48.06,244.24,0
Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),42.24,691.63,0
Male,0,No,Yes,2,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,117.57,6343.14,0
Male,0,No,Yes,61,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),70.08,1362.54,0
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,41.64,2805.58,0
Female,0,No,No,49,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,33.23,6695.35,1
Male,1,No,No,27,Yes,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,97.62,5648.2,0
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,24.53,1655.07,1
Male,0,No,Yes,58,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,33.75,7932.9,0
Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),25.12,2177.48,0
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),56.68,2315.27,0
Male,0,No,No,47,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,114.36,5232.41,0
Female,0,No,No,23,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,43.54,5704.27,0
Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.5,4698.36,1
Female,0,Yes,No,7,No,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.4,1340.03,1
Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,40.39,652.81,0
Male,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.66,7467.04,1
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,58.69,2816.16,1
Male,0,Yes,Yes,69,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.43,6794.75,0
Male,1,No,Yes,52,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,No,Mailed check,74.43,1414.86,0
Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,63.78,4076.92,1
Male,0,Yes,No,1,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),60.15,7027.57,0
Male,0,No,Yes,63,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),58.94,3089.02,0
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),110.92,179.84,0
Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,97.75,7552.6,0
Male,0,Yes,No,50,Yes,No phone service,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),38.76,5098.79,0
Male,0,Yes,No,34,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),51.9,1780.73,0
Female,0,Yes,No,51,No,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.79,6084.39,0
Female,0,Yes,No,10,No,Yes,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.03,1995.46,1
Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,30.37,635.49,0
Female,1,No,Yes,32,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),60.8,165.42,0
Male,0,No,No,42,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,69.07,106.77,0
Male,0,No,Yes,62,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),105.74,895.95,0
Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.28,3604.67,0
Male,0,No,No,40,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),35.1,7765.34,0
Male,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.56,4078.78,0
Female,0,No,No,70,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,114.31,1899.33,0
Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),27.68,6300.49,0
Female,1,No,No,8,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.85,6607.84,0
Female,0,No,No,47,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),53.74,4858.68,0
Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),37.15,2855.81,0
Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,117.88,3277.59,0
Male,0,Yes,No,7,No,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,90.79,5494.7,0
Male,0,No,Yes,26,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,88.4,1289.4,1
Female,0,No,No,59,Yes,No,No,Yes,Yes,No,No,No internet service,No,One year,No,Mailed check,24.9,880.92,0
Male,1,Yes,No,69,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,58.42,2187.41,0
Male,0,Yes,Yes,47,No,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.18,5189.62,0
Female,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.65,2947.49,1
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),92.49,1345.23,1
Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,102.74,4747.3,0
Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),96.14,3582.38,0
Male,0,No,No,30,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Two year,No,Mailed check,114.37,5838.92,0
Male,0,Yes,No,54,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),75.36,5705.37,0
Female,0,No,Yes,67,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),105.31,7530.88,0
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,118.34,5496.98,0
Male,1,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),71.07,5636.01,1
Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,21.46,1123.02,0
Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),52.65,1293.8,0
Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),73.76,6088.99,0
Female,0,Yes,Yes,35,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.05,5671.88,0
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,79.21,1836.79,0
Male,1,No,No,51,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,84.79,1699.12,0
Male,1,No,No,63,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.26,1577.78,0
Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.66,1569.36,1
Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),102.8,434.69,1
Female,0,No,No,25,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),86.57,5570.67,0
Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,97.59,3821.14,0
Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,86.1,488.29,1
Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,30.8,4329.5,0
Male,0,No,Yes,13,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),35.5,418.39,0
Male,0,No,No,46,Yes,Yes,No,No,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),36.98,5131.77,0
Male,0,No,No,53,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,24.88,5561.46,0
Female,1,No,Yes,63,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,41.87,5979.21,0
Female,0,No,No,2,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),76.0,4115.01,0
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,25.99,5665.67,1
Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),48.35,5603.13,0
Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,82.31,6710.64,0
Male,0,No,No,69,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.99,5486.99,0
Female,0,Yes,No,34,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,39.76,367.97,0
Male,1,No,No,27,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),102.71,1813.15,0
Male,0,No,Yes,55,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.92,2858.54,0
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,51.36,1524.32,1
Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Credit card (automatic),74.88,5992.15,0
Female,0,No,No,70,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.81,2240.06,1
Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),115.09,4217.7,0
Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,40.14,2478.6,1
Female,0,No,No,40,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),86.43,5447.88,0
Female,0,Yes,No,27,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,111.31,5420.87,1
Female,0,No,Yes,7,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.16,7782.35,0
Male,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),58.73,4922.37,1
Male,1,No,No,64,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),94.64,6648.85,0
Female,1,Yes,Yes,29,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),43.23,5819.81,0
Male,0,No,No,61,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Mailed check,91.7,141.28,0
Female,0,Yes,No,44,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),98.65,2229.61,0
Male,0,Yes,No,69,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,57.59,468.33,0
Male,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,75.5,275.91,0
Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,76.45,4733.79,0
Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),75.61,1552.2,0
Female,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.03,4810.59,0
Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,83.14,3017.91,1
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.63,7467.78,0
Male,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),33.34,1595.79,1
Female,0,No,No,32,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,4065.67,0
Female,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,102.35,3750.42,1
Female,0,No,No,10,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),95.91,2236.8,0
Male,0,No,Yes,29,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.14,3058.66,1
Male,0,No,Yes,11,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,Yes,Electronic check,67.8,485.43,0
Male,0,Yes,No,66,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,81.36,392.91,0
Female,0,No,No,56,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,26.35,550.16,0
Female,0,Yes,Yes,58,No,No phone service,No,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),50.1,5281.68,0
Female,1,Yes,Yes,52,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.13,908.14,0
Male,0,No,Yes,61,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,47.61,3310.92,1
Male,0,No,No,17,No,Yes,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),31.22,3918.98,0
Female,0,No,No,30,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),26.21,3686.84,0
Male,0,No,Yes,37,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.33,297.48,1
Male,0,No,No,5,No,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,107.48,2746.49,0
Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),56.94,7743.69,1
Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.7,4594.21,0
Female,0,Yes,No,1,Yes,No phone service,DSL,No internet service,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.09,2958.11,0
Male,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,98.62,5569.3,0
Male,0,No,Yes,71,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),100.33,2620.55,0
Male,0,No,Yes,64,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),114.66,6185.61,0
Male,0,No,Yes,24,Yes,Yes,No,No,No,No,No,Yes,No internet service,One year,No,Mailed check,53.8,3547.97,0
Female,0,Yes,No,5,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),67.12,6232.55,0
